Sexo;Comunidades y Ciudades Autónomas;Nacionalidad;Periodo;Total
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2011;25.27
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2010;28.29
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2009;23.57
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2008;10.27
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2007;12.22
Mujeres;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2006;13.63
Mujeres;07 Castilla y León;Total;2021;13.7
Mujeres;07 Castilla y León;Total;2020;13.79
Mujeres;07 Castilla y León;Total;2019;13.57
Mujeres;07 Castilla y León;Total;2018;14.21
Mujeres;07 Castilla y León;Total;2017;16.58
Mujeres;07 Castilla y León;Total;2016;17.9
Mujeres;07 Castilla y León;Total;2015;21.07
Mujeres;07 Castilla y León;Total;2014;22.69
Mujeres;07 Castilla y León;Total;2013;23.66
Mujeres;07 Castilla y León;Total;2012;22.06
Mujeres;07 Castilla y León;Total;2011;18.37
Mujeres;07 Castilla y León;Total;2010;17.86
Mujeres;07 Castilla y León;Total;2009;16.53
Mujeres;07 Castilla y León;Total;2008;13.36
Mujeres;07 Castilla y León;Total;2007;10.45
Mujeres;07 Castilla y León;Total;2006;12.26
Mujeres;07 Castilla y León;Española;2021;12.5
Mujeres;07 Castilla y León;Española;2020;12.55
Mujeres;07 Castilla y León;Española;2019;12.65
Mujeres;07 Castilla y León;Española;2018;13.16
Mujeres;07 Castilla y León;Española;2017;15.57
Mujeres;07 Castilla y León;Española;2016;16.69
Mujeres;07 Castilla y León;Española;2015;20.04
Mujeres;07 Castilla y León;Española;2014;21.57
Mujeres;07 Castilla y León;Española;2013;22.15
Mujeres;07 Castilla y León;Española;2012;20.22
Mujeres;07 Castilla y León;Española;2011;17.44
Mujeres;07 Castilla y León;Española;2010;15.82
Mujeres;07 Castilla y León;Española;2009;14.74
Mujeres;07 Castilla y León;Española;2008;11.58
Mujeres;07 Castilla y León;Española;2007;9.58
Mujeres;07 Castilla y León;Española;2006;11.86
Mujeres;07 Castilla y León;Extranjera: Total;2021;25.73
Mujeres;07 Castilla y León;Extranjera: Total;2020;25.32
Mujeres;07 Castilla y León;Extranjera: Total;2019;23.73
Mujeres;07 Castilla y León;Extranjera: Total;2018;26.96
Mujeres;07 Castilla y León;Extranjera: Total;2017;30.11
Mujeres;07 Castilla y León;Extranjera: Total;2016;33.53
Mujeres;07 Castilla y León;Extranjera: Total;2015;33.6
Mujeres;07 Castilla y León;Extranjera: Total;2014;35.2
Mujeres;07 Castilla y León;Extranjera: Total;2013;38.02
Mujeres;07 Castilla y León;Extranjera: Total;2012;41.08
Mujeres;07 Castilla y León;Extranjera: Total;2011;27.02
Mujeres;07 Castilla y León;Extranjera: Total;2010;34.8
Mujeres;07 Castilla y León;Extranjera: Total;2009;32.97
Mujeres;07 Castilla y León;Extranjera: Total;2008;29.34
Mujeres;07 Castilla y León;Extranjera: Total;2007;20.62
Mujeres;07 Castilla y León;Extranjera: Total;2006;17.73
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2021;26.61
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2020;21.8
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2019;20.87
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2018;24.3
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2017;24.37
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2016;27.55
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2015;30.59
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2014;34.69
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2013;34.92
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2012;43.05
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2011;27.9
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2010;37.77
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2009;42.67
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2008;42.7
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2007;16.85
Mujeres;07 Castilla y León;Extranjera: Unión Europea;2006;36.31
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2021;25.02
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2020;28.06
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2019;26.38
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2018;30.52
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2017;37.94
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2016;40.54
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2015;36.08
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2014;35.67
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2013;40.24
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2012;39.99
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2011;26.37
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2010;33.08
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2009;25.82
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2008;18.77
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2007;23.48
Mujeres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2006;16.19
Mujeres;08 Castilla - La Mancha;Total;2021;20.81
Mujeres;08 Castilla - La Mancha;Total;2020;22.95
Mujeres;08 Castilla - La Mancha;Total;2019;21.27
Mujeres;08 Castilla - La Mancha;Total;2018;24.05
Mujeres;08 Castilla - La Mancha;Total;2017;25.98
Mujeres;08 Castilla - La Mancha;Total;2016;28.22
Mujeres;08 Castilla - La Mancha;Total;2015;31.29
Mujeres;08 Castilla - La Mancha;Total;2014;32.87
Mujeres;08 Castilla - La Mancha;Total;2013;33.26
Mujeres;08 Castilla - La Mancha;Total;2012;32.29
Mujeres;08 Castilla - La Mancha;Total;2011;26.09
Mujeres;08 Castilla - La Mancha;Total;2010;24.15
Mujeres;08 Castilla - La Mancha;Total;2009;21.36
Mujeres;08 Castilla - La Mancha;Total;2008;15.29
Mujeres;08 Castilla - La Mancha;Total;2007;11.56
Mujeres;08 Castilla - La Mancha;Total;2006;14.69
Mujeres;08 Castilla - La Mancha;Española;2021;18.83
Mujeres;08 Castilla - La Mancha;Española;2020;20.87
Mujeres;08 Castilla - La Mancha;Española;2019;20.42
Mujeres;08 Castilla - La Mancha;Española;2018;21.81
Mujeres;08 Castilla - La Mancha;Española;2017;24.42
Mujeres;08 Castilla - La Mancha;Española;2016;26.93
Mujeres;08 Castilla - La Mancha;Española;2015;29.61
Mujeres;08 Castilla - La Mancha;Española;2014;31.21
Mujeres;08 Castilla - La Mancha;Española;2013;31.82
Mujeres;08 Castilla - La Mancha;Española;2012;30.35
Mujeres;08 Castilla - La Mancha;Española;2011;24.13
Mujeres;08 Castilla - La Mancha;Española;2010;21.99
Mujeres;08 Castilla - La Mancha;Española;2009;19.33
Mujeres;08 Castilla - La Mancha;Española;2008;13.7
Mujeres;08 Castilla - La Mancha;Española;2007;10.69
Mujeres;08 Castilla - La Mancha;Española;2006;13.88
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2021;33.1
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2020;36.6
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2019;27.81
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2018;41.03
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2017;39.47
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2016;38.78
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2015;42.65
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2014;44.02
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2013;42.57
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2012;42.89
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2011;36.9
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2010;37.45
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2009;32.99
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2008;24.14
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2007;16.69
Mujeres;08 Castilla - La Mancha;Extranjera: Total;2006;20.45
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2021;24.21
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2020;23.52
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2019;14.11
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2018;33.87
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2017;34.01
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2016;27.54
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2015;36.9
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2014;43.82
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2013;38.32
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2012;42.3
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2011;31.93
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2010;31.82
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2009;30.5
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2008;26.76
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2007;18.38
Mujeres;08 Castilla - La Mancha;Extranjera: Unión Europea;2006;31.09
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2021;38.79
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2020;45.28
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2019;41.97
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2018;47.59
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2017;46.25
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2016;52.44
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2015;48.68
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2014;44.22
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2013;45.74
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2012;43.49
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2011;40.68
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2010;41.12
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2009;35.37
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2008;22.24
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2007;15.73
Mujeres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2006;20.18
Mujeres;09 Cataluña;Total;2021;12.85
Mujeres;09 Cataluña;Total;2020;13.42
Mujeres;09 Cataluña;Total;2019;11.51
Mujeres;09 Cataluña;Total;2018;12.09
Mujeres;09 Cataluña;Total;2017;14.4
Mujeres;09 Cataluña;Total;2016;16.93
Mujeres;09 Cataluña;Total;2015;19.44
Mujeres;09 Cataluña;Total;2014;19.98
Mujeres;09 Cataluña;Total;2013;22.42
Mujeres;09 Cataluña;Total;2012;21.72
Mujeres;09 Cataluña;Total;2011;18.43
Mujeres;09 Cataluña;Total;2010;16.51
Mujeres;09 Cataluña;Total;2009;14.98
Mujeres;09 Cataluña;Total;2008;8.7
Mujeres;09 Cataluña;Total;2007;7.63
Mujeres;09 Cataluña;Total;2006;8.14
Mujeres;09 Cataluña;Española;2021;10.44
Mujeres;09 Cataluña;Española;2020;10.73
Mujeres;09 Cataluña;Española;2019;10.23
Mujeres;09 Cataluña;Española;2018;10.58
Mujeres;09 Cataluña;Española;2017;12.43
Mujeres;09 Cataluña;Española;2016;15.34
Mujeres;09 Cataluña;Española;2015;17.73
Mujeres;09 Cataluña;Española;2014;17.51
Mujeres;09 Cataluña;Española;2013;19.77
Mujeres;09 Cataluña;Española;2012;18.76
Mujeres;09 Cataluña;Española;2011;15.61
Mujeres;09 Cataluña;Española;2010;14.41
Mujeres;09 Cataluña;Española;2009;13.01
Mujeres;09 Cataluña;Española;2008;7.35
Mujeres;09 Cataluña;Española;2007;6.51
Mujeres;09 Cataluña;Española;2006;6.85
Mujeres;09 Cataluña;Extranjera: Total;2021;24.88
Mujeres;09 Cataluña;Extranjera: Total;2020;27.19
Mujeres;09 Cataluña;Extranjera: Total;2019;18.49
Mujeres;09 Cataluña;Extranjera: Total;2018;20.68
Mujeres;09 Cataluña;Extranjera: Total;2017;26.14
Mujeres;09 Cataluña;Extranjera: Total;2016;26.66
Mujeres;09 Cataluña;Extranjera: Total;2015;29.68
Mujeres;09 Cataluña;Extranjera: Total;2014;34.26
Mujeres;09 Cataluña;Extranjera: Total;2013;37.02
Mujeres;09 Cataluña;Extranjera: Total;2012;36.18
Mujeres;09 Cataluña;Extranjera: Total;2011;31.24
Mujeres;09 Cataluña;Extranjera: Total;2010;26.23
Mujeres;09 Cataluña;Extranjera: Total;2009;23.98
Mujeres;09 Cataluña;Extranjera: Total;2008;15.14
Mujeres;09 Cataluña;Extranjera: Total;2007;13.34
Mujeres;09 Cataluña;Extranjera: Total;2006;15.88
Mujeres;09 Cataluña;Extranjera: Unión Europea;2021;17.65
Mujeres;09 Cataluña;Extranjera: Unión Europea;2020;19.49
Mujeres;09 Cataluña;Extranjera: Unión Europea;2019;11.29
Mujeres;09 Cataluña;Extranjera: Unión Europea;2018;14.37
Mujeres;09 Cataluña;Extranjera: Unión Europea;2017;20.7
Mujeres;09 Cataluña;Extranjera: Unión Europea;2016;17.49
Mujeres;09 Cataluña;Extranjera: Unión Europea;2015;25.48
Mujeres;09 Cataluña;Extranjera: Unión Europea;2014;27.31
Mujeres;09 Cataluña;Extranjera: Unión Europea;2013;30.27
Mujeres;09 Cataluña;Extranjera: Unión Europea;2012;30.38
Mujeres;09 Cataluña;Extranjera: Unión Europea;2011;27.1
Mujeres;09 Cataluña;Extranjera: Unión Europea;2010;21.22
Mujeres;09 Cataluña;Extranjera: Unión Europea;2009;21.82
Mujeres;09 Cataluña;Extranjera: Unión Europea;2008;11.44
Mujeres;09 Cataluña;Extranjera: Unión Europea;2007;8.98
Mujeres;09 Cataluña;Extranjera: Unión Europea;2006;14.2
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2021;26.79
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2020;29.25
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2019;20.97
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2018;22.82
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2017;28.11
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2016;30.16
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2015;31.17
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2014;36.67
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2013;38.91
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2012;37.89
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2011;32.33
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2010;27.66
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2009;24.58
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2008;16.06
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2007;14.3
Mujeres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2006;16.05
Mujeres;10 Comunitat Valenciana;Total;2021;18.11
Mujeres;10 Comunitat Valenciana;Total;2020;18.37
Mujeres;10 Comunitat Valenciana;Total;2019;16.86
Mujeres;10 Comunitat Valenciana;Total;2018;17.46
Mujeres;10 Comunitat Valenciana;Total;2017;20.17
Mujeres;10 Comunitat Valenciana;Total;2016;22.58
Mujeres;10 Comunitat Valenciana;Total;2015;23.8
Mujeres;10 Comunitat Valenciana;Total;2014;26.79
Mujeres;10 Comunitat Valenciana;Total;2013;29.21
Mujeres;10 Comunitat Valenciana;Total;2012;26.98
Mujeres;10 Comunitat Valenciana;Total;2011;24.33
Mujeres;10 Comunitat Valenciana;Total;2010;22.76
Mujeres;10 Comunitat Valenciana;Total;2009;20.49
Mujeres;10 Comunitat Valenciana;Total;2008;13.43
Mujeres;10 Comunitat Valenciana;Total;2007;11.27
Mujeres;10 Comunitat Valenciana;Total;2006;11.03
Mujeres;10 Comunitat Valenciana;Española;2021;15.01
Mujeres;10 Comunitat Valenciana;Española;2020;16.11
Mujeres;10 Comunitat Valenciana;Española;2019;14.97
Mujeres;10 Comunitat Valenciana;Española;2018;16.06
Mujeres;10 Comunitat Valenciana;Española;2017;18.85
Mujeres;10 Comunitat Valenciana;Española;2016;20.81
Mujeres;10 Comunitat Valenciana;Española;2015;22.69
Mujeres;10 Comunitat Valenciana;Española;2014;25
Mujeres;10 Comunitat Valenciana;Española;2013;27.38
Mujeres;10 Comunitat Valenciana;Española;2012;25.6
Mujeres;10 Comunitat Valenciana;Española;2011;22.1
Mujeres;10 Comunitat Valenciana;Española;2010;21.38
Mujeres;10 Comunitat Valenciana;Española;2009;18.28
Mujeres;10 Comunitat Valenciana;Española;2008;11.66
Mujeres;10 Comunitat Valenciana;Española;2007;9.92
Mujeres;10 Comunitat Valenciana;Española;2006;10.26
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2021;33.36
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2020;28.95
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2019;26.66
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2018;25.3
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2017;27.05
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2016;31.94
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2015;29.88
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2014;36.13
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2013;37.58
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2012;33.38
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2011;33.71
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2010;28.15
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2009;28.73
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2008;20.55
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2007;17.42
Mujeres;10 Comunitat Valenciana;Extranjera: Total;2006;14.98
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2021;32.47
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2020;19.05
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2019;21.71
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2018;25.39
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2017;25.53
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2016;33.76
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2015;31.63
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2014;31.1
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2013;33.57
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2012;30.13
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2011;33.7
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2010;26.73
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2009;24.68
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2008;19.39
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2007;14.12
Mujeres;10 Comunitat Valenciana;Extranjera: Unión Europea;2006;14.25
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2021;33.83
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2020;36.06
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2019;31.93
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2018;25.21
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2017;28.26
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2016;30.07
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2015;28.43
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2014;40.25
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2013;40.48
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2012;35.48
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2011;33.72
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2010;29.11
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2009;31.31
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2008;21.17
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2007;19.46
Mujeres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2006;15.09
Mujeres;11 Extremadura;Total;2021;24.75
Mujeres;11 Extremadura;Total;2020;26.29
Mujeres;11 Extremadura;Total;2019;27.68
Mujeres;11 Extremadura;Total;2018;29.05
Mujeres;11 Extremadura;Total;2017;30.7
Mujeres;11 Extremadura;Total;2016;32.39
Mujeres;11 Extremadura;Total;2015;33.54
Mujeres;11 Extremadura;Total;2014;33.15
Mujeres;11 Extremadura;Total;2013;35.9
Mujeres;11 Extremadura;Total;2012;36.04
Mujeres;11 Extremadura;Total;2011;27.89
Mujeres;11 Extremadura;Total;2010;26.3
Mujeres;11 Extremadura;Total;2009;25.03
Mujeres;11 Extremadura;Total;2008;21.69
Mujeres;11 Extremadura;Total;2007;18.5
Mujeres;11 Extremadura;Total;2006;18.56
Mujeres;11 Extremadura;Española;2021;24.46
Mujeres;11 Extremadura;Española;2020;25.48
Mujeres;11 Extremadura;Española;2019;27.39
Mujeres;11 Extremadura;Española;2018;28.66
Mujeres;11 Extremadura;Española;2017;29.76
Mujeres;11 Extremadura;Española;2016;31.71
Mujeres;11 Extremadura;Española;2015;32.42
Mujeres;11 Extremadura;Española;2014;32.56
Mujeres;11 Extremadura;Española;2013;35.02
Mujeres;11 Extremadura;Española;2012;35.37
Mujeres;11 Extremadura;Española;2011;27.31
Mujeres;11 Extremadura;Española;2010;25.97
Mujeres;11 Extremadura;Española;2009;24.88
Mujeres;11 Extremadura;Española;2008;21
Mujeres;11 Extremadura;Española;2007;18.05
Mujeres;11 Extremadura;Española;2006;18.4
Mujeres;11 Extremadura;Extranjera: Total;2021;30.36
Mujeres;11 Extremadura;Extranjera: Total;2020;41.49
Mujeres;11 Extremadura;Extranjera: Total;2019;33.86
Mujeres;11 Extremadura;Extranjera: Total;2018;38.22
Mujeres;11 Extremadura;Extranjera: Total;2017;51.88
Mujeres;11 Extremadura;Extranjera: Total;2016;49.2
Mujeres;11 Extremadura;Extranjera: Total;2015;55.78
Mujeres;11 Extremadura;Extranjera: Total;2014;48.07
Mujeres;11 Extremadura;Extranjera: Total;2013;52.7
Mujeres;11 Extremadura;Extranjera: Total;2012;48.39
Mujeres;11 Extremadura;Extranjera: Total;2011;38.14
Mujeres;11 Extremadura;Extranjera: Total;2010;32.78
Mujeres;11 Extremadura;Extranjera: Total;2009;27.67
Mujeres;11 Extremadura;Extranjera: Total;2008;35.39
Mujeres;11 Extremadura;Extranjera: Total;2007;29.25
Mujeres;11 Extremadura;Extranjera: Total;2006;22.57
Mujeres;11 Extremadura;Extranjera: Unión Europea;2021;30.29
Mujeres;11 Extremadura;Extranjera: Unión Europea;2020;30.68
Mujeres;11 Extremadura;Extranjera: Unión Europea;2019;27.61
Mujeres;11 Extremadura;Extranjera: Unión Europea;2018;36.04
Mujeres;11 Extremadura;Extranjera: Unión Europea;2017;17.09
Mujeres;11 Extremadura;Extranjera: Unión Europea;2016;40.14
Mujeres;11 Extremadura;Extranjera: Unión Europea;2015;47.27
Mujeres;11 Extremadura;Extranjera: Unión Europea;2014;55.61
Mujeres;11 Extremadura;Extranjera: Unión Europea;2013;55.48
Mujeres;11 Extremadura;Extranjera: Unión Europea;2012;52.46
Mujeres;11 Extremadura;Extranjera: Unión Europea;2011;55.97
Mujeres;11 Extremadura;Extranjera: Unión Europea;2010;47.87
Mujeres;11 Extremadura;Extranjera: Unión Europea;2009;28.5
Mujeres;11 Extremadura;Extranjera: Unión Europea;2008;11.03
Mujeres;11 Extremadura;Extranjera: Unión Europea;2007;48.43
Mujeres;11 Extremadura;Extranjera: Unión Europea;2006;6.48
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2021;30.4
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2020;50.96
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2019;36.95
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2018;39.22
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2017;61.42
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2016;55.01
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2015;63.8
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2014;42.56
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2013;51.28
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2012;46.27
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2011;27.21
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2010;19.7
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2009;27.12
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2008;42.47
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2007;24.87
Mujeres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2006;24.27
Mujeres;12 Galicia;Total;2021;12.8
Mujeres;12 Galicia;Total;2020;13.25
Mujeres;12 Galicia;Total;2019;12.84
Mujeres;12 Galicia;Total;2018;14.36
Mujeres;12 Galicia;Total;2017;16.39
Mujeres;12 Galicia;Total;2016;17.82
Mujeres;12 Galicia;Total;2015;20.04
Mujeres;12 Galicia;Total;2014;21.69
Mujeres;12 Galicia;Total;2013;21.73
Mujeres;12 Galicia;Total;2012;20.23
Mujeres;12 Galicia;Total;2011;18.06
Mujeres;12 Galicia;Total;2010;16.19
Mujeres;12 Galicia;Total;2009;13.36
Mujeres;12 Galicia;Total;2008;10.22
Mujeres;12 Galicia;Total;2007;9.88
Mujeres;12 Galicia;Total;2006;11.27
Mujeres;12 Galicia;Española;2021;11.45
Mujeres;12 Galicia;Española;2020;12.29
